age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager
33,no,travel_rarely,1099,research_&_development,4,master,medical,1,1502,low,female,82,medium,1,laboratory_technician,medium,married,3838,8192,8,y,no,11,excellent,very_high,80,0,8,5,better,5,4,0,2
47,no,travel_rarely,571,sales,14,bachelor,medical,1,1503,high,female,78,high,2,sales_executive,high,married,4591,24200,3,y,yes,17,excellent,high,80,1,11,4,good,5,4,1,2
28,yes,travel_frequently,289,research_&_development,2,college,medical,1,1504,high,male,38,medium,1,laboratory_technician,low,single,2561,5355,7,y,no,11,excellent,high,80,0,8,2,good,0,0,0,0
28,no,travel_rarely,1423,research_&_development,1,bachelor,life_sciences,1,1506,low,male,72,medium,1,research_scientist,high,divorced,1563,12530,1,y,no,14,excellent,very_high,80,1,1,2,bad,1,0,0,0
28,no,travel_frequently,467,sales,7,bachelor,life_sciences,1,1507,high,male,55,high,2,sales_executive,low,single,4898,11827,0,y,no,14,excellent,very_high,80,0,5,5,better,4,2,1,3
49,no,travel_rarely,271,research_&_development,3,college,medical,1,1509,high,female,43,medium,2,laboratory_technician,low,married,4789,23070,4,y,no,25,outstanding,low,80,1,10,3,better,3,2,1,2
29,no,travel_frequently,410,research_&_development,2,below_college,life_sciences,1,1513,very_high,female,97,high,1,laboratory_technician,medium,married,3180,4668,0,y,no,13,excellent,high,80,3,4,3,better,3,2,0,2
28,no,travel_rarely,1083,research_&_development,29,below_college,life_sciences,1,1514,high,male,96,low,2,manufacturing_director,medium,married,6549,3173,1,y,no,14,excellent,medium,80,2,8,2,good,8,6,1,7
33,no,travel_rarely,516,research_&_development,8,doctor,life_sciences,1,1515,very_high,male,69,high,2,healthcare_representative,high,single,6388,22049,2,y,yes,17,excellent,low,80,0,14,6,better,0,0,0,0
32,no,travel_rarely,495,research_&_development,10,bachelor,medical,1,1516,high,male,64,high,3,manager,very_high,single,11244,21072,2,y,no,25,outstanding,medium,80,0,10,5,best,5,2,0,0
54,no,travel_frequently,1050,research_&_development,11,master,medical,1,1520,medium,female,87,high,4,manager,very_high,divorced,16032,24456,3,y,no,20,outstanding,low,80,1,26,2,better,14,9,1,12
29,yes,travel_rarely,224,research_&_development,1,master,technical_degree,1,1522,low,male,100,medium,1,research_scientist,low,single,2362,7568,6,y,no,13,excellent,high,80,0,11,2,bad,9,7,0,7
44,no,travel_rarely,136,research_&_development,28,bachelor,life_sciences,1,1523,very_high,male,32,high,4,research_director,low,married,16328,22074,3,y,no,13,excellent,high,80,1,24,1,best,20,6,14,17
39,no,travel_rarely,1089,research_&_development,6,bachelor,life_sciences,1,1525,medium,female,32,high,3,manufacturing_director,medium,single,8376,9150,4,y,no,18,excellent,very_high,80,0,9,3,better,2,0,2,2
46,no,travel_rarely,228,sales,3,bachelor,life_sciences,1,1527,high,female,51,high,4,manager,medium,married,16606,11380,8,y,no,12,excellent,very_high,80,1,23,2,best,13,12,5,1
35,no,travel_rarely,1029,research_&_development,16,bachelor,life_sciences,1,1529,very_high,female,91,medium,3,healthcare_representative,medium,single,8606,21195,1,y,no,19,excellent,very_high,80,0,11,3,bad,11,8,3,3
23,no,travel_rarely,507,research_&_development,20,below_college,life_sciences,1,1533,low,male,97,high,2,laboratory_technician,high,single,2272,24812,0,y,no,14,excellent,medium,80,0,5,2,better,4,3,1,2
40,yes,travel_rarely,676,research_&_development,9,master,life_sciences,1,1534,very_high,male,86,high,1,laboratory_technician,low,single,2018,21831,3,y,no,14,excellent,medium,80,0,15,3,bad,5,4,1,0
34,no,travel_rarely,971,sales,1,bachelor,technical_degree,1,1535,very_high,male,64,medium,3,sales_executive,high,married,7083,12288,1,y,yes,14,excellent,very_high,80,0,10,3,better,10,9,8,6
31,yes,travel_frequently,561,research_&_development,3,bachelor,life_sciences,1,1537,very_high,female,33,high,1,research_scientist,high,single,4084,4156,1,y,no,12,excellent,low,80,0,7,2,bad,7,2,7,7
50,no,travel_frequently,333,research_&_development,22,doctor,medical,1,1539,high,male,88,low,4,research_director,very_high,single,14411,24450,1,y,yes,13,excellent,very_high,80,0,32,2,better,32,6,13,9
34,no,travel_rarely,1440,sales,7,college,technical_degree,1,1541,medium,male,55,high,1,sales_representative,high,married,2308,4944,0,y,yes,25,outstanding,medium,80,1,12,4,better,11,10,5,7
42,no,travel_rarely,1210,research_&_development,2,bachelor,medical,1,1542,high,male,68,medium,1,laboratory_technician,medium,married,4841,24052,4,y,no,14,excellent,medium,80,1,4,3,better,1,0,0,0
37,no,travel_rarely,674,research_&_development,13,bachelor,medical,1,1543,low,male,47,high,2,research_scientist,very_high,married,4285,3031,1,y,no,17,excellent,low,80,0,10,2,better,10,8,3,7
29,no,travel_rarely,441,research_&_development,8,below_college,other,1,1544,high,female,39,low,2,healthcare_representative,low,married,9715,7288,3,y,no,13,excellent,high,80,1,9,3,better,7,7,0,7
33,no,travel_rarely,575,research_&_development,25,bachelor,life_sciences,1,1545,very_high,male,44,medium,2,manufacturing_director,medium,single,4320,24152,1,y,no,13,excellent,very_high,80,0,5,2,better,5,3,0,2
45,no,travel_rarely,950,research_&_development,28,bachelor,technical_degree,1,1546,very_high,male,97,high,1,research_scientist,very_high,married,2132,4585,4,y,no,20,outstanding,very_high,80,1,8,3,better,5,4,0,3
42,no,travel_frequently,288,research_&_development,2,bachelor,life_sciences,1,1547,very_high,male,40,high,3,healthcare_representative,very_high,married,10124,18611,2,y,yes,14,excellent,high,80,1,24,3,bad,20,8,13,9
40,no,travel_rarely,1342,sales,9,college,medical,1,1548,low,male,47,high,2,sales_executive,low,married,5473,19345,0,y,no,12,excellent,very_high,80,0,9,5,best,8,4,7,1
33,no,travel_rarely,589,research_&_development,28,master,life_sciences,1,1549,medium,male,79,high,2,laboratory_technician,high,married,5207,22949,1,y,yes,12,excellent,medium,80,1,15,3,better,15,14,5,7
40,no,travel_rarely,898,human_resources,6,college,medical,1,1550,high,male,38,high,4,manager,very_high,single,16437,17381,1,y,yes,21,outstanding,very_high,80,0,21,2,better,21,7,7,7
24,no,travel_rarely,350,research_&_development,21,college,technical_degree,1,1551,high,male,57,medium,1,laboratory_technician,low,divorced,2296,10036,0,y,no,14,excellent,medium,80,3,2,3,better,1,1,0,0
40,no,non_travel,1142,research_&_development,8,college,life_sciences,1,1552,very_high,male,72,high,2,healthcare_representative,very_high,divorced,4069,8841,3,y,yes,18,excellent,high,80,0,8,2,better,2,2,2,2
45,no,travel_rarely,538,research_&_development,1,master,technical_degree,1,1553,low,male,66,high,3,healthcare_representative,medium,divorced,7441,20933,1,y,no,12,excellent,low,80,3,10,4,better,10,8,7,7
35,no,travel_rarely,1402,sales,28,master,life_sciences,1,1554,medium,female,98,medium,1,sales_representative,high,married,2430,26204,0,y,no,23,outstanding,low,80,2,6,5,better,5,3,4,2
32,no,travel_rarely,824,research_&_development,5,college,life_sciences,1,1555,very_high,female,67,medium,2,research_scientist,medium,married,5878,15624,3,y,no,12,excellent,low,80,1,12,2,better,7,1,2,5
36,no,travel_rarely,1157,sales,2,master,life_sciences,1,1556,high,male,70,high,1,sales_representative,very_high,single,2644,17001,3,y,yes,21,outstanding,very_high,80,0,7,3,good,3,2,1,2
48,no,travel_rarely,492,sales,16,master,life_sciences,1,1557,high,female,96,high,2,sales_executive,high,divorced,6439,13693,8,y,no,14,excellent,high,80,1,18,2,better,8,7,7,7
29,no,travel_rarely,598,research_&_development,9,bachelor,life_sciences,1,1558,high,male,91,very_high,1,research_scientist,high,married,2451,22376,6,y,no,18,excellent,low,80,2,5,2,good,1,0,0,0
33,no,travel_rarely,1242,sales,8,master,life_sciences,1,1560,low,male,46,high,2,sales_executive,low,married,6392,10589,2,y,no,13,excellent,very_high,80,1,8,6,bad,2,2,2,2
30,yes,travel_rarely,740,sales,1,bachelor,life_sciences,1,1562,medium,male,64,medium,2,sales_executive,low,married,9714,5323,1,y,no,11,excellent,very_high,80,1,10,4,better,10,8,6,7
38,no,travel_frequently,888,human_resources,10,master,human_resources,1,1563,high,male,71,high,2,human_resources,high,married,6077,14814,3,y,no,11,excellent,high,80,0,10,2,better,6,3,1,2
35,no,travel_rarely,992,research_&_development,1,bachelor,medical,1,1564,very_high,male,68,medium,1,laboratory_technician,low,single,2450,21731,1,y,no,19,excellent,medium,80,0,3,3,better,3,0,1,2
30,no,travel_rarely,1288,sales,29,master,technical_degree,1,1568,high,male,33,high,3,sales_executive,medium,married,9250,17799,3,y,no,12,excellent,medium,80,1,9,3,better,4,2,1,3
35,yes,travel_rarely,104,research_&_development,2,bachelor,life_sciences,1,1569,low,female,69,high,1,laboratory_technician,low,divorced,2074,26619,1,y,yes,12,excellent,very_high,80,1,1,2,better,1,0,0,0
53,yes,travel_rarely,607,research_&_development,2,doctor,technical_degree,1,1572,high,female,78,medium,3,manufacturing_director,very_high,married,10169,14618,0,y,no,16,excellent,medium,80,1,34,4,better,33,7,1,9
38,yes,travel_rarely,903,research_&_development,2,bachelor,medical,1,1573,high,male,81,high,2,manufacturing_director,medium,married,4855,7653,4,y,no,11,excellent,low,80,2,7,2,better,5,2,1,4
32,no,non_travel,1200,research_&_development,1,master,technical_degree,1,1574,very_high,male,62,high,2,research_scientist,low,married,4087,25174,4,y,no,14,excellent,medium,80,1,9,3,good,6,5,1,2
48,no,travel_rarely,1108,research_&_development,15,master,other,1,1576,high,female,65,high,1,research_scientist,low,married,2367,16530,8,y,no,12,excellent,very_high,80,1,10,3,good,8,2,7,6
34,no,travel_rarely,479,research_&_development,7,master,medical,1,1577,low,male,35,high,1,research_scientist,very_high,single,2972,22061,1,y,no,13,excellent,high,80,0,1,4,bad,1,0,0,0
55,no,travel_rarely,685,sales,26,doctor,marketing,1,1578,high,male,60,medium,5,manager,very_high,married,19586,23037,1,y,no,21,outstanding,high,80,1,36,3,better,36,6,2,13
34,no,travel_rarely,1351,research_&_development,1,master,life_sciences,1,1580,medium,male,45,high,2,research_scientist,very_high,married,5484,13008,9,y,no,17,excellent,medium,80,1,9,3,good,2,2,2,1
26,no,travel_rarely,474,research_&_development,3,bachelor,life_sciences,1,1581,low,female,89,high,1,research_scientist,very_high,married,2061,11133,1,y,no,21,outstanding,low,80,0,1,5,better,1,0,0,0
38,no,travel_rarely,1245,sales,14,bachelor,life_sciences,1,1582,high,male,80,high,2,sales_executive,medium,married,9924,12355,0,y,no,11,excellent,very_high,80,1,10,3,better,9,8,7,7
38,no,travel_rarely,437,sales,16,bachelor,life_sciences,1,1583,medium,female,90,high,2,sales_executive,medium,single,4198,16379,2,y,no,12,excellent,medium,80,0,8,5,best,3,2,1,2
36,no,travel_rarely,884,sales,1,master,life_sciences,1,1585,medium,female,73,high,2,sales_executive,high,single,6815,21447,6,y,no,13,excellent,low,80,0,15,5,better,1,0,0,0
29,no,travel_rarely,1370,research_&_development,3,below_college,medical,1,1586,medium,male,87,high,1,laboratory_technician,low,single,4723,16213,1,y,yes,18,excellent,very_high,80,0,10,3,better,10,9,1,5
35,no,travel_rarely,670,research_&_development,10,master,medical,1,1587,low,female,51,high,2,healthcare_representative,high,single,6142,4223,3,y,yes,16,excellent,high,80,0,10,4,better,5,2,0,4
39,no,travel_rarely,1462,sales,6,bachelor,medical,1,1588,very_high,male,38,very_high,3,sales_executive,high,married,8237,4658,2,y,no,11,excellent,low,80,1,11,3,better,7,6,7,6
29,no,travel_frequently,995,research_&_development,2,below_college,life_sciences,1,1590,low,male,87,high,2,healthcare_representative,very_high,divorced,8853,24483,1,y,no,19,excellent,very_high,80,1,6,0,best,6,4,1,3
50,no,travel_rarely,264,sales,9,bachelor,marketing,1,1591,high,male,59,high,5,manager,high,married,19331,19519,4,y,yes,16,excellent,high,80,1,27,2,better,1,0,0,0
23,no,travel_rarely,977,research_&_development,10,bachelor,technical_degree,1,1592,very_high,male,45,very_high,1,research_scientist,high,married,2073,12826,2,y,no,16,excellent,very_high,80,1,4,2,better,2,2,2,2
36,no,travel_frequently,1302,research_&_development,6,master,life_sciences,1,1594,low,male,80,very_high,2,laboratory_technician,low,married,5562,19711,3,y,yes,13,excellent,very_high,80,1,9,3,better,3,2,0,2
42,no,travel_rarely,1059,research_&_development,9,college,other,1,1595,very_high,male,93,medium,5,manager,very_high,single,19613,26362,8,y,no,22,outstanding,very_high,80,0,24,2,better,1,0,0,1
35,no,travel_rarely,750,research_&_development,28,bachelor,life_sciences,1,1596,medium,male,46,very_high,2,laboratory_technician,high,married,3407,25348,1,y,no,17,excellent,very_high,80,2,10,3,good,10,9,6,8
34,no,travel_frequently,653,research_&_development,10,master,technical_degree,1,1597,very_high,male,92,medium,2,healthcare_representative,high,married,5063,15332,1,y,no,14,excellent,medium,80,1,8,3,good,8,2,7,7
40,no,travel_rarely,118,sales,14,college,life_sciences,1,1598,very_high,female,84,high,2,sales_executive,low,married,4639,11262,1,y,no,15,excellent,high,80,1,5,2,better,5,4,1,2
43,no,travel_rarely,990,research_&_development,27,bachelor,technical_degree,1,1599,very_high,male,87,very_high,1,laboratory_technician,medium,divorced,4876,5855,5,y,no,12,excellent,high,80,1,8,0,better,6,4,0,2
35,no,travel_rarely,1349,research_&_development,7,college,life_sciences,1,1601,high,male,63,medium,1,laboratory_technician,very_high,married,2690,7713,1,y,no,18,excellent,very_high,80,1,1,5,good,1,0,0,1
46,no,travel_rarely,563,sales,1,master,life_sciences,1,1602,very_high,male,56,very_high,4,manager,low,single,17567,3156,1,y,no,15,excellent,medium,80,0,27,5,bad,26,0,0,12
28,yes,travel_rarely,329,research_&_development,24,bachelor,medical,1,1604,high,male,51,high,1,laboratory_technician,medium,married,2408,7324,1,y,yes,17,excellent,high,80,3,1,3,better,1,1,0,0
22,no,non_travel,457,research_&_development,26,college,other,1,1605,medium,female,85,medium,1,research_scientist,high,married,2814,10293,1,y,yes,14,excellent,medium,80,0,4,2,good,4,2,1,3
50,no,travel_frequently,1234,research_&_development,20,doctor,medical,1,1606,medium,male,41,high,4,healthcare_representative,high,married,11245,20689,2,y,yes,15,excellent,high,80,1,32,3,better,30,8,12,13
32,no,travel_rarely,634,research_&_development,5,master,other,1,1607,medium,female,35,very_high,1,research_scientist,very_high,married,3312,18783,3,y,no,17,excellent,very_high,80,2,6,3,better,3,2,0,2
44,no,travel_rarely,1313,research_&_development,7,bachelor,medical,1,1608,medium,female,31,high,5,research_director,very_high,divorced,19049,3549,0,y,yes,14,excellent,very_high,80,1,23,4,good,22,7,1,10
30,no,travel_rarely,241,research_&_development,7,bachelor,medical,1,1609,medium,male,48,medium,1,research_scientist,medium,married,2141,5348,1,y,no,12,excellent,medium,80,1,6,3,good,6,4,1,1
45,no,travel_rarely,1015,research_&_development,5,doctor,medical,1,1611,high,female,50,low,2,laboratory_technician,low,single,5769,23447,1,y,yes,14,excellent,low,80,0,10,3,better,10,7,1,4
45,no,non_travel,336,sales,26,bachelor,marketing,1,1612,low,male,52,medium,2,sales_executive,low,married,4385,24162,1,y,no,15,excellent,low,80,1,10,2,better,10,7,4,5
31,no,travel_frequently,715,sales,2,master,other,1,1613,very_high,male,54,high,2,sales_executive,low,single,5332,21602,7,y,no,13,excellent,very_high,80,0,10,3,better,5,2,0,3
36,no,travel_rarely,559,research_&_development,12,master,life_sciences,1,1614,high,female,76,high,2,manufacturing_director,high,married,4663,12421,9,y,yes,12,excellent,medium,80,2,7,2,better,3,2,1,1
34,no,travel_frequently,426,research_&_development,10,master,life_sciences,1,1615,high,male,42,very_high,2,manufacturing_director,very_high,divorced,4724,17000,1,y,no,13,excellent,low,80,1,9,3,better,9,7,7,2
49,no,travel_rarely,722,research_&_development,25,master,life_sciences,1,1617,high,female,84,high,1,laboratory_technician,low,married,3211,22102,1,y,no,14,excellent,very_high,80,1,10,3,good,9,6,1,4
39,no,travel_rarely,1387,research_&_development,10,doctor,medical,1,1618,medium,male,76,high,2,manufacturing_director,low,married,5377,3835,2,y,no,13,excellent,very_high,80,3,10,3,better,7,7,7,7
27,no,travel_rarely,1302,research_&_development,19,bachelor,other,1,1619,very_high,male,67,medium,1,laboratory_technician,low,divorced,4066,16290,1,y,no,11,excellent,low,80,2,7,3,better,7,7,0,7
35,no,travel_rarely,819,research_&_development,18,doctor,life_sciences,1,1621,medium,male,48,very_high,2,research_scientist,low,married,5208,26312,1,y,no,11,excellent,very_high,80,0,16,2,better,16,15,1,10
28,no,travel_rarely,580,research_&_development,27,bachelor,medical,1,1622,medium,female,39,low,2,manufacturing_director,low,divorced,4877,20460,0,y,no,21,outstanding,medium,80,1,6,5,good,5,3,0,0
21,no,travel_rarely,546,research_&_development,5,below_college,medical,1,1623,high,male,97,high,1,research_scientist,very_high,single,3117,26009,1,y,no,18,excellent,high,80,0,3,2,better,2,2,2,2
18,yes,travel_frequently,544,sales,3,college,medical,1,1624,medium,female,70,high,1,sales_representative,very_high,single,1569,18420,1,y,yes,12,excellent,high,80,0,0,2,best,0,0,0,0
47,no,travel_rarely,1176,human_resources,26,master,life_sciences,1,1625,very_high,female,98,high,5,manager,high,married,19658,5220,3,y,no,11,excellent,high,80,1,27,2,better,5,2,1,0
39,no,travel_rarely,170,research_&_development,3,college,medical,1,1627,high,male,76,medium,2,laboratory_technician,high,divorced,3069,10302,0,y,no,15,excellent,very_high,80,1,11,3,better,10,8,0,7
40,no,travel_rarely,884,research_&_development,15,bachelor,life_sciences,1,1628,low,female,80,medium,3,manufacturing_director,high,married,10435,25800,1,y,no,13,excellent,very_high,80,2,18,2,better,18,15,14,12
35,no,non_travel,208,research_&_development,8,master,life_sciences,1,1630,high,female,52,high,2,healthcare_representative,high,married,4148,12250,1,y,no,12,excellent,very_high,80,1,15,5,better,14,11,2,9
37,no,travel_rarely,671,research_&_development,19,bachelor,life_sciences,1,1631,high,male,85,high,2,manufacturing_director,high,married,5768,26493,3,y,no,17,excellent,low,80,3,9,2,good,4,3,0,2
39,no,travel_frequently,711,research_&_development,4,bachelor,medical,1,1633,low,female,81,high,2,manufacturing_director,high,single,5042,3140,0,y,no,13,excellent,very_high,80,0,10,2,bad,9,2,3,8
45,no,travel_rarely,1329,research_&_development,2,college,other,1,1635,very_high,female,59,medium,2,manufacturing_director,very_high,divorced,5770,5388,1,y,no,19,excellent,low,80,2,10,3,better,10,7,3,9
38,no,travel_rarely,397,research_&_development,2,college,medical,1,1638,very_high,female,54,medium,3,manufacturing_director,high,married,7756,14199,3,y,yes,19,excellent,very_high,80,1,10,6,best,5,4,0,2
35,yes,travel_rarely,737,sales,10,bachelor,medical,1,1639,very_high,male,55,medium,3,sales_executive,low,married,10306,21530,9,y,no,17,excellent,high,80,0,15,3,better,13,12,6,0
37,no,travel_rarely,1470,research_&_development,10,bachelor,medical,1,1640,medium,female,71,high,1,research_scientist,medium,married,3936,9953,1,y,no,11,excellent,low,80,1,8,2,bad,8,4,7,7
40,no,travel_rarely,448,research_&_development,16,bachelor,life_sciences,1,1641,high,female,84,high,3,manufacturing_director,very_high,single,7945,19948,6,y,yes,15,excellent,very_high,80,0,18,2,good,4,2,3,3
44,no,travel_frequently,602,human_resources,1,doctor,human_resources,1,1642,low,male,37,high,2,human_resources,very_high,married,5743,10503,4,y,yes,11,excellent,high,80,0,14,3,better,10,7,0,2
48,no,travel_frequently,365,research_&_development,4,doctor,medical,1,1644,high,male,89,medium,4,manager,very_high,married,15202,5602,2,y,no,25,outstanding,medium,80,1,23,3,better,2,2,2,2
35,yes,travel_rarely,763,sales,15,college,medical,1,1645,low,male,59,low,2,sales_executive,very_high,divorced,5440,22098,6,y,yes,14,excellent,very_high,80,2,7,2,good,2,2,2,2
24,no,travel_frequently,567,research_&_development,2,below_college,technical_degree,1,1646,low,female,32,high,1,research_scientist,very_high,single,3760,17218,1,y,yes,13,excellent,high,80,0,6,2,better,6,3,1,3
27,no,travel_rarely,486,research_&_development,8,bachelor,medical,1,1647,medium,female,86,very_high,1,research_scientist,high,married,3517,22490,7,y,no,17,excellent,low,80,0,5,0,better,3,2,0,2
27,no,travel_frequently,591,research_&_development,2,bachelor,medical,1,1648,very_high,male,87,high,1,research_scientist,very_high,single,2580,6297,2,y,no,13,excellent,high,80,0,6,0,good,4,2,1,2
40,yes,travel_rarely,1329,research_&_development,7,bachelor,life_sciences,1,1649,low,male,73,high,1,laboratory_technician,low,single,2166,3339,3,y,yes,14,excellent,medium,80,0,10,3,bad,4,2,0,3
29,no,travel_rarely,469,sales,10,bachelor,medical,1,1650,high,male,42,medium,2,sales_executive,high,single,5869,23413,9,y,no,11,excellent,high,80,0,8,2,better,5,2,1,4
36,no,travel_rarely,711,research_&_development,5,master,life_sciences,1,1651,medium,female,42,high,3,healthcare_representative,low,married,8008,22792,4,y,no,12,excellent,high,80,2,9,6,better,3,2,0,2
25,no,travel_frequently,772,research_&_development,2,below_college,life_sciences,1,1653,very_high,male,77,very_high,2,manufacturing_director,high,divorced,5206,4973,1,y,no,17,excellent,high,80,2,7,6,better,7,7,0,7
39,no,travel_rarely,492,research_&_development,12,bachelor,medical,1,1654,very_high,male,66,high,2,manufacturing_director,medium,married,5295,7693,4,y,no,21,outstanding,high,80,0,7,3,better,5,4,1,0
49,no,travel_rarely,301,research_&_development,22,master,other,1,1655,low,female,72,high,4,research_director,medium,married,16413,3498,3,y,no,16,excellent,medium,80,2,27,2,better,4,2,1,2
50,no,travel_rarely,813,research_&_development,17,doctor,life_sciences,1,1656,very_high,female,50,medium,3,research_director,low,divorced,13269,21981,5,y,no,15,excellent,high,80,3,19,3,better,14,11,1,11
20,no,travel_rarely,1141,sales,2,bachelor,medical,1,1657,high,female,31,high,1,sales_representative,high,single,2783,13251,1,y,no,19,excellent,low,80,0,2,3,better,2,2,2,2
34,no,travel_rarely,1130,research_&_development,3,bachelor,life_sciences,1,1658,very_high,female,66,high,2,research_scientist,medium,divorced,5433,19332,1,y,no,12,excellent,high,80,1,11,2,better,11,8,7,9
36,no,travel_rarely,311,research_&_development,7,bachelor,life_sciences,1,1659,low,male,77,high,1,laboratory_technician,medium,single,2013,10950,2,y,no,11,excellent,high,80,0,15,4,better,4,3,1,3
49,no,travel_rarely,465,research_&_development,6,below_college,life_sciences,1,1661,high,female,41,medium,4,healthcare_representative,high,married,13966,11652,2,y,yes,19,excellent,medium,80,1,30,3,better,15,11,2,12
36,no,non_travel,894,research_&_development,1,master,medical,1,1662,very_high,female,33,medium,2,manufacturing_director,high,married,4374,15411,0,y,no,15,excellent,high,80,0,4,6,better,3,2,1,2
36,no,travel_rarely,1040,research_&_development,3,college,life_sciences,1,1664,very_high,male,79,very_high,2,healthcare_representative,low,divorced,6842,26308,6,y,no,20,outstanding,low,80,1,13,3,better,5,4,0,4
54,no,travel_rarely,584,research_&_development,22,doctor,medical,1,1665,medium,female,91,high,4,manager,high,married,17426,18685,3,y,no,25,outstanding,high,80,1,36,6,better,10,8,4,7
43,no,travel_rarely,1291,research_&_development,15,college,life_sciences,1,1666,high,male,65,medium,4,research_director,high,married,17603,3525,1,y,no,24,outstanding,low,80,1,14,3,better,14,10,6,11
35,yes,travel_frequently,880,sales,12,master,other,1,1667,very_high,male,36,high,2,sales_executive,very_high,single,4581,10414,3,y,yes,24,outstanding,low,80,0,13,2,best,11,9,6,7
38,no,travel_frequently,1189,research_&_development,1,bachelor,life_sciences,1,1668,very_high,male,90,high,2,research_scientist,very_high,married,4735,9867,7,y,no,15,excellent,very_high,80,2,19,4,best,13,11,2,9
29,no,travel_rarely,991,sales,5,bachelor,medical,1,1669,low,male,43,medium,2,sales_executive,medium,divorced,4187,3356,1,y,yes,13,excellent,medium,80,1,10,3,good,10,0,0,9
33,no,travel_rarely,392,sales,2,master,medical,1,1670,very_high,male,93,high,2,sales_executive,very_high,divorced,5505,3921,1,y,no,14,excellent,high,80,2,6,5,better,6,2,0,4
32,no,travel_rarely,977,research_&_development,2,bachelor,medical,1,1671,very_high,male,45,high,2,research_scientist,medium,divorced,5470,25518,0,y,no,13,excellent,high,80,2,10,4,good,9,5,1,6
31,no,travel_rarely,1112,sales,5,master,life_sciences,1,1673,low,female,67,high,2,sales_executive,very_high,married,5476,22589,1,y,no,11,excellent,low,80,2,10,2,better,10,0,0,2
49,no,travel_rarely,464,research_&_development,16,bachelor,medical,1,1674,very_high,female,74,high,1,laboratory_technician,low,divorced,2587,24941,4,y,yes,16,excellent,medium,80,1,17,2,good,2,2,2,2
38,no,travel_frequently,148,research_&_development,2,bachelor,medical,1,1675,very_high,female,42,medium,1,laboratory_technician,medium,single,2440,23826,1,y,no,22,outstanding,medium,80,0,4,3,better,4,3,3,3
47,no,travel_rarely,1225,sales,2,master,life_sciences,1,1676,medium,female,47,very_high,4,manager,medium,divorced,15972,21086,6,y,no,14,excellent,high,80,3,29,2,better,3,2,1,2
49,no,travel_rarely,809,research_&_development,1,bachelor,life_sciences,1,1677,high,male,36,high,4,manager,high,single,15379,22384,4,y,no,14,excellent,low,80,0,23,2,better,8,7,0,0
41,no,travel_rarely,1206,sales,23,college,life_sciences,1,1678,very_high,male,80,high,3,sales_executive,high,single,7082,11591,3,y,yes,16,excellent,very_high,80,0,21,2,better,2,0,0,2
20,no,travel_rarely,727,sales,9,below_college,life_sciences,1,1680,very_high,male,54,high,1,sales_representative,low,single,2728,21082,1,y,no,11,excellent,low,80,0,2,3,better,2,2,0,2
33,no,non_travel,530,sales,16,bachelor,life_sciences,1,1681,high,female,36,high,2,sales_executive,very_high,divorced,5368,16130,1,y,yes,25,outstanding,high,80,1,7,2,better,6,5,1,2
36,no,travel_rarely,1351,research_&_development,26,master,life_sciences,1,1682,low,male,80,high,2,healthcare_representative,high,married,5347,7419,6,y,no,14,excellent,medium,80,2,10,2,good,3,2,0,2
44,no,travel_rarely,528,human_resources,1,bachelor,life_sciences,1,1683,high,female,44,high,1,human_resources,very_high,divorced,3195,4167,4,y,yes,18,excellent,low,80,3,8,2,better,2,2,2,2
23,yes,travel_rarely,1320,research_&_development,8,below_college,medical,1,1684,very_high,male,93,medium,1,laboratory_technician,high,single,3989,20586,1,y,yes,11,excellent,low,80,0,5,2,better,5,4,1,2
38,no,travel_rarely,1495,research_&_development,4,college,medical,1,1687,very_high,female,87,high,1,laboratory_technician,high,married,3306,26176,7,y,no,19,excellent,very_high,80,1,7,5,good,0,0,0,0
53,no,travel_rarely,1395,research_&_development,24,master,medical,1,1689,medium,male,48,very_high,3,healthcare_representative,very_high,married,7005,3458,3,y,no,15,excellent,high,80,0,11,2,better,4,3,1,2
48,yes,travel_frequently,708,sales,7,college,medical,1,1691,very_high,female,95,high,1,sales_representative,high,married,2655,11740,2,y,yes,11,excellent,high,80,2,19,3,better,9,7,7,7
32,yes,travel_rarely,1259,research_&_development,2,master,life_sciences,1,1692,very_high,male,95,high,1,laboratory_technician,medium,single,1393,24852,1,y,no,12,excellent,low,80,0,1,2,better,1,0,0,0
26,no,non_travel,786,research_&_development,7,bachelor,medical,1,1693,very_high,male,76,high,1,laboratory_technician,very_high,single,2570,11925,1,y,no,20,outstanding,high,80,0,7,5,better,7,7,5,7
55,no,travel_rarely,1441,research_&_development,22,bachelor,technical_degree,1,1694,low,male,94,medium,1,research_scientist,medium,divorced,3537,23737,5,y,no,12,excellent,very_high,80,1,8,1,better,4,2,1,2
34,no,travel_rarely,1157,research_&_development,5,college,medical,1,1696,medium,male,57,medium,2,laboratory_technician,very_high,married,3986,11912,1,y,no,14,excellent,high,80,1,15,3,best,15,10,4,13
